tau_c	metric	value
120.0	trace_distance	0.3337706923
120.0	trace_distance	0.3281345963
120.0	trace_distance	0.4142346084
120.0	trace_distance	0.3342041671
120.0	trace_distance	0.3354308009
120.0	trace_distance	0.3429242969
120.0	trace_distance	0.3280020356
120.0	trace_distance	0.3478264213
120.0	trace_distance	0.3332983255
120.0	trace_distance	0.3638786077
120.0	trace_distance	0.3312132359
120.0	trace_distance	0.3313348889
120.0	trace_distance	0.3308498263
120.0	trace_distance	0.3309546709
120.0	trace_distance	0.3326868415
120.0	trace_distance	0.3277765214
120.0	trace_distance	0.3448118567
120.0	trace_distance	0.3647529483
120.0	trace_distance	0.3356197476
120.0	trace_distance	0.3398336172
120.0	trace_distance	0.3343543410
120.0	trace_distance	0.3417642713
120.0	trace_distance	0.3281876445
120.0	trace_distance	0.3278670907
120.0	trace_distance	0.3273819685
120.0	trace_distance	0.3330722451
120.0	trace_distance	0.3283384442
120.0	trace_distance	0.3293406963
120.0	trace_distance	0.3282234669
120.0	trace_distance	0.3316794038
120.0	trace_distance	0.3434371948
120.0	trace_distance	0.3436968923
120.0	trace_distance	0.3629094362
120.0	trace_distance	0.3733785152
120.0	trace_distance	0.3316083848
120.0	trace_distance	0.3276090622
120.0	trace_distance	0.3273703456
120.0	trace_distance	0.4369769394
120.0	trace_distance	0.3536200821
120.0	trace_distance	0.3282531500
120.0	trace_distance	0.3315650225
120.0	trace_distance	0.3276879787
120.0	trace_distance	0.3290899992
120.0	trace_distance	0.3374370933
200.0	fidelity1	0.7763923407
200.0	fidelity1	0.7608183622
200.0	fidelity1	0.7745420337
200.0	fidelity1	0.7779645920
200.0	fidelity1	0.7811570168
200.0	fidelity1	0.7815157771
200.0	fidelity1	0.7814669609
200.0	fidelity1	0.7816700935
200.0	fidelity1	0.7661160231
200.0	fidelity1	0.7594301105
200.0	fidelity1	0.7817446589
200.0	fidelity1	0.7642772198
200.0	fidelity1	0.7671582103
200.0	fidelity1	0.7734505534
200.0	fidelity1	0.7817089558
200.0	fidelity1	0.7766563296
200.0	fidelity1	0.7809134722
200.0	fidelity1	0.7442204356
200.0	fidelity1	0.7800074816
200.0	fidelity1	0.7725486755
200.0	fidelity1	0.7803155780
200.0	fidelity1	0.7772111893
200.0	fidelity1	0.7817577124
200.0	fidelity1	0.7783436775
200.0	fidelity1	0.7742036581
200.0	fidelity1	0.7817211151
200.0	fidelity1	0.7768877745
200.0	fidelity1	0.7756888270
200.0	fidelity1	0.7798779011
200.0	fidelity1	0.7779452205
200.0	fidelity1	0.7810186148
200.0	fidelity1	0.7743583918
200.0	fidelity1	0.7802445292
200.0	fidelity1	0.7725383043
200.0	fidelity1	0.7770645022
200.0	fidelity1	0.7799066305
200.0	fidelity1	0.7805302143
200.0	fidelity1	0.7817324400
200.0	fidelity1	0.7285537720
200.0	fidelity1	0.7764902115
200.0	fidelity1	0.7817320824
200.0	fidelity1	0.7815548182
200.0	fidelity1	0.7803573608
200.0	fidelity1	0.7764371634
200.0	fidelity1	0.7767763138
200.0	fidelity1	0.7555083036
200.0	fidelity1	0.7740243673
200.0	fidelity1	0.7814501524
200.0	fidelity1	0.7727375031
200.0	fidelity1	0.7809839249
200.0	fidelity1	0.7806235552
200.0	fidelity1	0.7817491889
200.0	fidelity1	0.7815065384
200.0	fidelity1	0.7781547904
200.0	fidelity1	0.7797300220
200.0	fidelity1	0.7635132670
200.0	fidelity1	0.7726275921
200.0	fidelity1	0.7784764171
200.0	fidelity1	0.7762666941
200.0	fidelity1	0.7647055387
200.0	fidelity1	0.7801505923
200.0	fidelity1	0.7795731425
200.0	fidelity1	0.7798765898
200.0	fidelity1	0.7816996574
200.0	fidelity1	0.7812514305
200.0	fidelity1	0.7814108729
200.0	fidelity1	0.7802494764
200.0	fidelity1	0.7816585898
200.0	fidelity1	0.7801417112
200.0	fidelity1	0.7817003727
200.0	fidelity1	0.7790417075
200.0	fidelity1	0.7720276713
200.0	fidelity1	0.7790287733
200.0	fidelity1	0.7804851532
200.0	fidelity1	0.7738838196
200.0	fidelity1	0.7817506194
200.0	fidelity1	0.7808930278
200.0	fidelity1	0.7729873061
200.0	fidelity1	0.7698914409
200.0	fidelity1	0.7813758850
200.0	fidelity1	0.7728070021
200.0	fidelity1	0.7811806202
200.0	fidelity1	0.7807453871
200.0	fidelity1	0.7765535116
200.0	fidelity1	0.7817502022
200.0	fidelity1	0.7803392410
200.0	fidelity1	0.7815308571
200.0	fidelity1	0.7815887332
200.0	fidelity1	0.7800689936
200.0	fidelity1	0.7789173126
200.0	fidelity1	0.7805392146
200.0	fidelity1	0.7709490061
200.0	fidelity1	0.7699157596
200.0	fidelity1	0.7680665851
200.0	fidelity1	0.7816842794
200.0	fidelity1	0.7722985148
200.0	fidelity1	0.7733551860
200.0	fidelity1	0.7751371264
200.0	fidelity1	0.7814122438
200.0	fidelity1	0.7413767576
200.0	trace_distance	0.3394334912
200.0	trace_distance	0.3722582161
200.0	trace_distance	0.3434977233
200.0	trace_distance	0.3359416723
200.0	trace_distance	0.3287374973
200.0	trace_distance	0.3279179633
200.0	trace_distance	0.3280293643
200.0	trace_distance	0.3275644779
200.0	trace_distance	0.3614271283
200.0	trace_distance	0.3750448823
200.0	trace_distance	0.3273938894
200.0	trace_distance	0.3652232289
200.0	trace_distance	0.3592584133
200.0	trace_distance	0.3458727002
200.0	trace_distance	0.3274754286
200.0	trace_distance	0.3388500810
200.0	trace_distance	0.3292925954
200.0	trace_distance	0.4043182433
200.0	trace_distance	0.3313496113
200.0	trace_distance	0.3478226662
200.0	trace_distance	0.3306514025
200.0	trace_distance	0.3376195431
200.0	trace_distance	0.3273640275
200.0	trace_distance	0.3350942731
200.0	trace_distance	0.3442353606
200.0	trace_distance	0.3274479508
200.0	trace_distance	0.3383373022
200.0	trace_distance	0.3409844041
200.0	trace_distance	0.3316427171
200.0	trace_distance	0.3359853029
200.0	trace_distance	0.3290529847
200.0	trace_distance	0.3438986540
200.0	trace_distance	0.3308126926
200.0	trace_distance	0.3478452563
200.0	trace_distance	0.3379452825
200.0	trace_distance	0.3315779567
200.0	trace_distance	0.3301644027
200.0	trace_distance	0.3274218440
200.0	trace_distance	0.4324036241
200.0	trace_distance	0.3392171264
200.0	trace_distance	0.3274224997
200.0	trace_distance	0.3278282285
200.0	trace_distance	0.3305566609
200.0	trace_distance	0.3393349648
200.0	trace_distance	0.3385843933
200.0	trace_distance	0.3828072250
200.0	trace_distance	0.3446263075
200.0	trace_distance	0.3280678391
200.0	trace_distance	0.3474154174
200.0	trace_distance	0.3291321099
200.0	trace_distance	0.3299520016
200.0	trace_distance	0.3273832202
200.0	trace_distance	0.3279391229
200.0	trace_distance	0.3355169892
200.0	trace_distance	0.3319768608
200.0	trace_distance	0.3667884469
200.0	trace_distance	0.3476524949
200.0	trace_distance	0.3347969651
200.0	trace_distance	0.3397111893
200.0	trace_distance	0.3643426895
200.0	trace_distance	0.3310256600
200.0	trace_distance	0.3323315978
200.0	trace_distance	0.3316460550
200.0	trace_distance	0.3274971247
200.0	trace_distance	0.3285218477
200.0	trace_distance	0.3281576335
200.0	trace_distance	0.3308011889
200.0	trace_distance	0.3275909126
200.0	trace_distance	0.3310455084
200.0	trace_distance	0.3274952769
200.0	trace_distance	0.3335284591
200.0	trace_distance	0.3489445746
200.0	trace_distance	0.3335575461
200.0	trace_distance	0.3302665949
200.0	trace_distance	0.3449319005
200.0	trace_distance	0.3273802996
200.0	trace_distance	0.3293390870
200.0	trace_distance	0.3468756378
200.0	trace_distance	0.3535061181
200.0	trace_distance	0.3282375336
200.0	trace_distance	0.3472654819
200.0	trace_distance	0.3286836147
200.0	trace_distance	0.3296751082
200.0	trace_distance	0.3390772641
200.0	trace_distance	0.3273811936
200.0	trace_distance	0.3305973411
200.0	trace_distance	0.3278834820
200.0	trace_distance	0.3277510405
200.0	trace_distance	0.3312101364
200.0	trace_distance	0.3338080645
200.0	trace_distance	0.3301438093
200.0	trace_distance	0.3512552977
200.0	trace_distance	0.3534546494
200.0	trace_distance	0.3573566675
200.0	trace_distance	0.3275323212
200.0	trace_distance	0.3483616710
200.0	trace_distance	0.3460794687
200.0	trace_distance	0.3421959281
200.0	trace_distance	0.3281545639
200.0	trace_distance	0.4095591307
400.0	fidelity1	0.7793211937
400.0	fidelity1	0.7799310684
400.0	fidelity1	0.7817549706
400.0	fidelity1	0.7795485258
400.0	fidelity1	0.7784360647
400.0	fidelity1	0.7811317444
400.0	fidelity1	0.7804493904
400.0	fidelity1	0.7741510272
400.0	fidelity1	0.7653748989
400.0	fidelity1	0.7808469534
400.0	fidelity1	0.7817479968
400.0	fidelity1	0.7378317714
400.0	fidelity1	0.7776300311
400.0	fidelity1	0.7814464569
400.0	fidelity1	0.7744148970
400.0	fidelity1	0.7774108648
400.0	fidelity1	0.7789431810
400.0	fidelity1	0.7691130042
400.0	fidelity1	0.7762519717
400.0	fidelity1	0.7817170024
400.0	fidelity1	0.7817365527
400.0	fidelity1	0.7815288901
400.0	fidelity1	0.7792671919
400.0	fidelity1	0.7611575127
400.0	fidelity1	0.7799259424
400.0	fidelity1	0.7807442546
400.0	fidelity1	0.7816058993
400.0	fidelity1	0.7802788019
400.0	fidelity1	0.7649261355
400.0	fidelity1	0.7785816193
400.0	fidelity1	0.7803952098
400.0	fidelity1	0.7811961174
400.0	fidelity1	0.7808008194
400.0	fidelity1	0.7813515663
400.0	fidelity1	0.7806879878
400.0	fidelity1	0.7800664902
400.0	fidelity1	0.7803090811
400.0	fidelity1	0.7725759745
400.0	fidelity1	0.7754750252
400.0	fidelity1	0.7805641890
400.0	fidelity1	0.7643393278
400.0	fidelity1	0.7816728354
400.0	fidelity1	0.7813577056
400.0	fidelity1	0.7725433111
400.0	fidelity1	0.7817355990
400.0	fidelity1	0.7773255110
400.0	fidelity1	0.7811419368
400.0	fidelity1	0.7655283809
400.0	fidelity1	0.7781882286
400.0	fidelity1	0.7761623859
400.0	fidelity1	0.7651912570
400.0	fidelity1	0.7816855907
400.0	fidelity1	0.7813630104
400.0	fidelity1	0.7817530632
400.0	fidelity1	0.7803578377
400.0	fidelity1	0.7763702869
400.0	fidelity1	0.7778563499
400.0	fidelity1	0.7801982164
400.0	fidelity1	0.7724671364
400.0	fidelity1	0.7812373042
400.0	fidelity1	0.7792791724
400.0	fidelity1	0.7816987038
400.0	fidelity1	0.7763407230
400.0	fidelity1	0.7799466848
400.0	fidelity1	0.7784938216
400.0	fidelity1	0.7466294765
400.0	fidelity1	0.7619258761
400.0	fidelity1	0.7786013484
400.0	fidelity1	0.7598743439
400.0	fidelity1	0.7779812813
400.0	fidelity1	0.7763406634
400.0	fidelity1	0.7775464058
400.0	fidelity1	0.7810387611
400.0	fidelity1	0.7769327164
400.0	fidelity1	0.7809125781
400.0	fidelity1	0.7780377865
400.0	fidelity1	0.7668125033
400.0	fidelity1	0.7766231298
400.0	fidelity1	0.7810415030
400.0	fidelity1	0.7722510099
400.0	fidelity1	0.7753958702
400.0	fidelity1	0.7584280372
400.0	fidelity1	0.7814794779
400.0	fidelity1	0.7781721354
400.0	fidelity1	0.7817580104
400.0	fidelity1	0.7643172741
400.0	fidelity1	0.7598857880
400.0	fidelity1	0.7812978029
400.0	fidelity1	0.7817538977
400.0	fidelity1	0.7725653648
400.0	fidelity1	0.7799693942
400.0	fidelity1	0.7750870585
400.0	fidelity1	0.7685324550
400.0	fidelity1	0.7688640952
400.0	fidelity1	0.7816175818
400.0	fidelity1	0.7812353373
400.0	fidelity1	0.7817262411
400.0	fidelity1	0.7768850327
400.0	fidelity1	0.7619550228
400.0	fidelity1	0.7817582488
400.0	trace_distance	0.3328994215
400.0	trace_distance	0.3315222859
400.0	trace_distance	0.3273704052
400.0	trace_distance	0.3323868513
400.0	trace_distance	0.3348874152
400.0	trace_distance	0.3287951946
400.0	trace_distance	0.3303478360
400.0	trace_distance	0.3443504572
400.0	trace_distance	0.3629619181
400.0	trace_distance	0.3294439018
400.0	trace_distance	0.3273863792
400.0	trace_distance	0.4160001278
400.0	trace_distance	0.3366879225
400.0	trace_distance	0.3280761242
400.0	trace_distance	0.3437752724
400.0	trace_distance	0.3371757567
400.0	trace_distance	0.3337499499
400.0	trace_distance	0.3551538885
400.0	trace_distance	0.3397437930
400.0	trace_distance	0.3274572194
400.0	trace_distance	0.3274124563
400.0	trace_distance	0.3278875947
400.0	trace_distance	0.3330207467
400.0	trace_distance	0.3715742230
400.0	trace_distance	0.3315342963
400.0	trace_distance	0.3296774626
400.0	trace_distance	0.3277115822
400.0	trace_distance	0.3307347596
400.0	trace_distance	0.3638880849
400.0	trace_distance	0.3345615268
400.0	trace_distance	0.3304708004
400.0	trace_distance	0.3286480308
400.0	trace_distance	0.3295488954
400.0	trace_distance	0.3282930851
400.0	trace_distance	0.3298055232
400.0	trace_distance	0.3312159181
400.0	trace_distance	0.3306662142
400.0	trace_distance	0.3477639556
400.0	trace_distance	0.3414545655
400.0	trace_distance	0.3300873041
400.0	trace_distance	0.3650956750
400.0	trace_distance	0.3275586367
400.0	trace_distance	0.3282788992
400.0	trace_distance	0.3478345573
400.0	trace_distance	0.3274149895
400.0	trace_distance	0.3373657465
400.0	trace_distance	0.3287720084
400.0	trace_distance	0.3626446724
400.0	trace_distance	0.3354421258
400.0	trace_distance	0.3399413526
400.0	trace_distance	0.3633413911
400.0	trace_distance	0.3275288939
400.0	trace_distance	0.3282667398
400.0	trace_distance	0.3273747563
400.0	trace_distance	0.3305553794
400.0	trace_distance	0.3394823074
400.0	trace_distance	0.3361831307
400.0	trace_distance	0.3309175372
400.0	trace_distance	0.3479987979
400.0	trace_distance	0.3285541832
400.0	trace_distance	0.3329939842
400.0	trace_distance	0.3274992108
400.0	trace_distance	0.3395476043
400.0	trace_distance	0.3314872384
400.0	trace_distance	0.3347581625
400.0	trace_distance	0.3998242021
400.0	trace_distance	0.3700200915
400.0	trace_distance	0.3345172405
400.0	trace_distance	0.3741548955
400.0	trace_distance	0.3359044194
400.0	trace_distance	0.3395479918
400.0	trace_distance	0.3368740976
400.0	trace_distance	0.3290070891
400.0	trace_distance	0.3382376730
400.0	trace_distance	0.3292945623
400.0	trace_distance	0.3357784152
400.0	trace_distance	0.3599791527
400.0	trace_distance	0.3389235437
400.0	trace_distance	0.3290008903
400.0	trace_distance	0.3484643996
400.0	trace_distance	0.3416282535
400.0	trace_distance	0.3770433068
400.0	trace_distance	0.3280007839
400.0	trace_distance	0.3354780376
400.0	trace_distance	0.3273634911
400.0	trace_distance	0.3651407957
400.0	trace_distance	0.3741323948
400.0	trace_distance	0.3284161389
400.0	trace_distance	0.3273726702
400.0	trace_distance	0.3477871418
400.0	trace_distance	0.3314358592
400.0	trace_distance	0.3423059583
400.0	trace_distance	0.3563780785
400.0	trace_distance	0.3556791544
400.0	trace_distance	0.3276849687
400.0	trace_distance	0.3285584450
400.0	trace_distance	0.3274361491
400.0	trace_distance	0.3383430243
400.0	trace_distance	0.3699610233
400.0	trace_distance	0.3273629546
800.0	fidelity1	0.7815130949
800.0	fidelity1	0.7797567248
800.0	fidelity1	0.7817281485
800.0	fidelity1	0.7817580104
800.0	fidelity1	0.7817570567
800.0	fidelity1	0.7814977169
800.0	fidelity1	0.7817572355
800.0	fidelity1	0.7816645503
800.0	fidelity1	0.7816860080
800.0	fidelity1	0.7814990282
800.0	fidelity1	0.7807609439
800.0	fidelity1	0.7817570567
800.0	fidelity1	0.7815458179
800.0	fidelity1	0.7816943526
800.0	fidelity1	0.7814182639
800.0	fidelity1	0.7817337513
800.0	fidelity1	0.7814868689
800.0	fidelity1	0.7816977501
800.0	fidelity1	0.7815133929
800.0	fidelity1	0.7817462683
800.0	fidelity1	0.7817577720
800.0	fidelity1	0.7817419767
800.0	fidelity1	0.7815355062
800.0	fidelity1	0.7816966772
800.0	fidelity1	0.7814205885
800.0	fidelity1	0.7800000906
800.0	fidelity1	0.7815933228
800.0	fidelity1	0.7805992961
800.0	fidelity1	0.7808272243
800.0	fidelity1	0.7816612124
800.0	fidelity1	0.7815397978
800.0	fidelity1	0.7812992930
800.0	fidelity1	0.7817582488
800.0	fidelity1	0.7814183235
800.0	fidelity1	0.7804136276
800.0	fidelity1	0.7804183960
800.0	fidelity1	0.7817541957
800.0	fidelity1	0.7817575336
800.0	fidelity1	0.7807046771
800.0	fidelity1	0.7814059258
800.0	fidelity1	0.7817503810
800.0	fidelity1	0.7816720009
800.0	fidelity1	0.7800681591
800.0	fidelity1	0.7806959152
800.0	fidelity1	0.7814804912
800.0	fidelity1	0.7816614509
800.0	fidelity1	0.7815519571
800.0	fidelity1	0.7817162275
800.0	fidelity1	0.7813158035
800.0	fidelity1	0.7817468047
800.0	fidelity1	0.7817506790
800.0	fidelity1	0.7816590071
800.0	fidelity1	0.7816735506
800.0	fidelity1	0.7816922069
800.0	fidelity1	0.7803644538
800.0	fidelity1	0.7816795111
800.0	fidelity1	0.7816249728
800.0	fidelity1	0.7809865475
800.0	fidelity1	0.7816615105
800.0	fidelity1	0.7815841436
800.0	fidelity1	0.7817238569
800.0	fidelity1	0.7817558050
800.0	fidelity1	0.7816227674
800.0	fidelity1	0.7809420824
800.0	fidelity1	0.7815672159
800.0	fidelity1	0.7817313075
800.0	fidelity1	0.7813686132
800.0	fidelity1	0.7816380262
800.0	fidelity1	0.7787994146
800.0	fidelity1	0.7801327705
800.0	fidelity1	0.7803434134
800.0	fidelity1	0.7814015150
800.0	fidelity1	0.7817420959
800.0	fidelity1	0.7817437053
800.0	fidelity1	0.7817561030
800.0	fidelity1	0.7783536911
800.0	fidelity1	0.7814438343
800.0	fidelity1	0.7806064487
800.0	fidelity1	0.7813544273
800.0	fidelity1	0.7814687490
800.0	fidelity1	0.7817567587
800.0	fidelity1	0.7814792395
800.0	fidelity1	0.7817556858
800.0	fidelity1	0.7811643481
800.0	fidelity1	0.7804354429
800.0	fidelity1	0.7808427811
800.0	fidelity1	0.7816891670
800.0	fidelity1	0.7817029357
800.0	fidelity1	0.7816253901
800.0	fidelity1	0.7808574438
800.0	fidelity1	0.7815293074
800.0	fidelity1	0.7817282677
800.0	fidelity1	0.7815102339
800.0	fidelity1	0.7816243172
800.0	fidelity1	0.7817562819
800.0	fidelity1	0.7813590765
800.0	fidelity1	0.7817513347
800.0	fidelity1	0.7809817195
800.0	fidelity1	0.7816888690
800.0	fidelity1	0.7817551494
800.0	trace_distance	0.3279238939
800.0	trace_distance	0.3319165707
800.0	trace_distance	0.3274317086
800.0	trace_distance	0.3273633122
800.0	trace_distance	0.3273652196
800.0	trace_distance	0.3279589415
800.0	trace_distance	0.3273647130
800.0	trace_distance	0.3275772929
800.0	trace_distance	0.3275284171
800.0	trace_distance	0.3279562593
800.0	trace_distance	0.3296398222
800.0	trace_distance	0.3273653388
800.0	trace_distance	0.3278488517
800.0	trace_distance	0.3275091648
800.0	trace_distance	0.3281406760
800.0	trace_distance	0.3274191618
800.0	trace_distance	0.3279840052
800.0	trace_distance	0.3275013864
800.0	trace_distance	0.3279233277
800.0	trace_distance	0.3273904324
800.0	trace_distance	0.3273640871
800.0	trace_distance	0.3274002075
800.0	trace_distance	0.3278731704
800.0	trace_distance	0.3275040090
800.0	trace_distance	0.3281353712
800.0	trace_distance	0.3313662708
800.0	trace_distance	0.3277403712
800.0	trace_distance	0.3300070763
800.0	trace_distance	0.3294888139
800.0	trace_distance	0.3275852501
800.0	trace_distance	0.3278628290
800.0	trace_distance	0.3284127712
800.0	trace_distance	0.3273628950
800.0	trace_distance	0.3281404972
800.0	trace_distance	0.3304288685
800.0	trace_distance	0.3304181099
800.0	trace_distance	0.3273720145
800.0	trace_distance	0.3273643851
800.0	trace_distance	0.3297676742
800.0	trace_distance	0.3281691670
800.0	trace_distance	0.3273811936
800.0	trace_distance	0.3275605440
800.0	trace_distance	0.3312122226
800.0	trace_distance	0.3297874331
800.0	trace_distance	0.3279985785
800.0	trace_distance	0.3275841475
800.0	trace_distance	0.3278350234
800.0	trace_distance	0.3274590969
800.0	trace_distance	0.3283748925
800.0	trace_distance	0.3273891807
800.0	trace_distance	0.3273802996
800.0	trace_distance	0.3275899589
800.0	trace_distance	0.3275566995
800.0	trace_distance	0.3275135756
800.0	trace_distance	0.3305405080
800.0	trace_distance	0.3275431395
800.0	trace_distance	0.3276681304
800.0	trace_distance	0.3291260600
800.0	trace_distance	0.3275843263
800.0	trace_distance	0.3277613521
800.0	trace_distance	0.3274416029
800.0	trace_distance	0.3273684382
800.0	trace_distance	0.3276728988
800.0	trace_distance	0.3292272091
800.0	trace_distance	0.3278003335
800.0	trace_distance	0.3274250627
800.0	trace_distance	0.3282541931
800.0	trace_distance	0.3276382089
800.0	trace_distance	0.3340728879
800.0	trace_distance	0.3310658038
800.0	trace_distance	0.3305887580
800.0	trace_distance	0.3281791806
800.0	trace_distance	0.3273997605
800.0	trace_distance	0.3273960352
800.0	trace_distance	0.3273675740
800.0	trace_distance	0.3350719213
800.0	trace_distance	0.3280821443
800.0	trace_distance	0.3299908638
800.0	trace_distance	0.3282867670
800.0	trace_distance	0.3280255198
800.0	trace_distance	0.3273663223
800.0	trace_distance	0.3280012608
800.0	trace_distance	0.3273688555
800.0	trace_distance	0.3287206888
800.0	trace_distance	0.3303795755
800.0	trace_distance	0.3294532001
800.0	trace_distance	0.3275207281
800.0	trace_distance	0.3274892569
800.0	trace_distance	0.3276672363
800.0	trace_distance	0.3294200301
800.0	trace_distance	0.3278869390
800.0	trace_distance	0.3274313211
800.0	trace_distance	0.3279303908
800.0	trace_distance	0.3276694119
800.0	trace_distance	0.3273675442
800.0	trace_distance	0.3282761276
800.0	trace_distance	0.3273785710
800.0	trace_distance	0.3291374445
800.0	trace_distance	0.3275216520
800.0	trace_distance	0.3273697793
1200.0	fidelity1	0.7795991898
1200.0	fidelity1	0.7798475027
1200.0	fidelity1	0.7797839046
1200.0	fidelity1	0.7785176039
1200.0	fidelity1	0.7799323797
1200.0	fidelity1	0.7810737491
1200.0	fidelity1	0.7750417590
1200.0	fidelity1	0.7817573547
1200.0	fidelity1	0.7815198302
1200.0	fidelity1	0.7806115150
1200.0	fidelity1	0.7798463702
1200.0	fidelity1	0.7801562548
1200.0	fidelity1	0.7812759876
1200.0	fidelity1	0.7808674574
1200.0	fidelity1	0.7814619541
1200.0	fidelity1	0.7797512412
1200.0	fidelity1	0.7809712291
1200.0	fidelity1	0.7817141414
1200.0	fidelity1	0.7811478376
1200.0	fidelity1	0.7816818953
1200.0	fidelity1	0.7817301154
1200.0	fidelity1	0.7807573080
1200.0	fidelity1	0.7769500613
1200.0	fidelity1	0.7807356119
1200.0	fidelity1	0.7793068886
1200.0	fidelity1	0.7817430496
1200.0	fidelity1	0.7817537189
1200.0	fidelity1	0.7810901403
1200.0	fidelity1	0.7750591040
1200.0	fidelity1	0.7817581892
1200.0	fidelity1	0.7812296748
1200.0	fidelity1	0.7811980247
1200.0	fidelity1	0.7790141106
1200.0	fidelity1	0.7802569270
1200.0	fidelity1	0.7815079093
1200.0	fidelity1	0.7815639377
1200.0	fidelity1	0.7816397548
1200.0	fidelity1	0.7817581892
1200.0	fidelity1	0.7814442515
1200.0	fidelity1	0.7816748619
1200.0	fidelity1	0.7785274982
1200.0	fidelity1	0.7817033529
1200.0	fidelity1	0.7817324996
1200.0	fidelity1	0.7766404152
1200.0	fidelity1	0.7817159891
1200.0	fidelity1	0.7808183432
1200.0	fidelity1	0.7778303027
1200.0	fidelity1	0.7797088623
1200.0	fidelity1	0.7809814215
1200.0	fidelity1	0.7812089920
1200.0	fidelity1	0.7817581892
1200.0	fidelity1	0.7778295279
1200.0	fidelity1	0.7800760269
1200.0	fidelity1	0.7815763354
1200.0	fidelity1	0.7812075615
1200.0	fidelity1	0.7753744125
1200.0	fidelity1	0.7772903442
1200.0	fidelity1	0.7801841497
1200.0	fidelity1	0.7816638350
1200.0	fidelity1	0.7804521918
1200.0	fidelity1	0.7817137241
1200.0	fidelity1	0.7709574699
1200.0	fidelity1	0.7817568779
1200.0	fidelity1	0.7817580104
1200.0	fidelity1	0.7796839476
1200.0	fidelity1	0.7817544937
1200.0	fidelity1	0.7817351222
1200.0	fidelity1	0.7814930677
1200.0	fidelity1	0.7782697082
1200.0	fidelity1	0.7789916992
1200.0	fidelity1	0.7813596725
1200.0	fidelity1	0.7817544937
1200.0	fidelity1	0.7810751796
1200.0	fidelity1	0.7773754597
1200.0	fidelity1	0.7817342281
1200.0	fidelity1	0.7814299464
1200.0	fidelity1	0.7817294002
1200.0	fidelity1	0.7816235423
1200.0	fidelity1	0.7809656858
1200.0	fidelity1	0.7815470695
1200.0	fidelity1	0.7815220356
1200.0	fidelity1	0.7816077471
1200.0	fidelity1	0.7817277908
1200.0	fidelity1	0.7732234001
1200.0	fidelity1	0.7761049271
1200.0	fidelity1	0.7816008925
1200.0	fidelity1	0.7816399336
1200.0	fidelity1	0.7817391753
1200.0	fidelity1	0.7781054378
1200.0	fidelity1	0.7792755961
1200.0	fidelity1	0.7817440033
1200.0	fidelity1	0.7812905312
1200.0	fidelity1	0.7810257673
1200.0	fidelity1	0.7815390825
1200.0	fidelity1	0.7814404368
1200.0	fidelity1	0.7799323797
1200.0	fidelity1	0.7817251086
1200.0	fidelity1	0.7816702724
1200.0	fidelity1	0.7808886766
1200.0	fidelity1	0.7798115611
1200.0	trace_distance	0.3322723806
1200.0	trace_distance	0.3317113519
1200.0	trace_distance	0.3318552673
1200.0	trace_distance	0.3347048759
1200.0	trace_distance	0.3315197825
1200.0	trace_distance	0.3289276958
1200.0	trace_distance	0.3424046040
1200.0	trace_distance	0.3273648620
1200.0	trace_distance	0.3279082775
1200.0	trace_distance	0.3299796581
1200.0	trace_distance	0.3317141533
1200.0	trace_distance	0.3310126066
1200.0	trace_distance	0.3284657896
1200.0	trace_distance	0.3293972015
1200.0	trace_distance	0.3280408382
1200.0	trace_distance	0.3319292367
1200.0	trace_distance	0.3291610479
1200.0	trace_distance	0.3274638057
1200.0	trace_distance	0.3287584186
1200.0	trace_distance	0.3275376558
1200.0	trace_distance	0.3274270594
1200.0	trace_distance	0.3296481371
1200.0	trace_distance	0.3381990790
1200.0	trace_distance	0.3296973407
1200.0	trace_distance	0.3329318166
1200.0	trace_distance	0.3273972273
1200.0	trace_distance	0.3273731470
1200.0	trace_distance	0.3288898766
1200.0	trace_distance	0.3423668444
1200.0	trace_distance	0.3273633718
1200.0	trace_distance	0.3285712898
1200.0	trace_distance	0.3286432028
1200.0	trace_distance	0.3335904479
1200.0	trace_distance	0.3307846487
1200.0	trace_distance	0.3279357553
1200.0	trace_distance	0.3278076649
1200.0	trace_distance	0.3276340663
1200.0	trace_distance	0.3273633122
1200.0	trace_distance	0.3280813694
1200.0	trace_distance	0.3275536895
1200.0	trace_distance	0.3346823156
1200.0	trace_distance	0.3274887204
1200.0	trace_distance	0.3274218440
1200.0	trace_distance	0.3388855457
1200.0	trace_distance	0.3274595141
1200.0	trace_distance	0.3295090795
1200.0	trace_distance	0.3362413049
1200.0	trace_distance	0.3320254683
1200.0	trace_distance	0.3291373253
1200.0	trace_distance	0.3286187053
1200.0	trace_distance	0.3273629844
1200.0	trace_distance	0.3362432420
1200.0	trace_distance	0.3311939538
1200.0	trace_distance	0.3277792335
1200.0	trace_distance	0.3286218941
1200.0	trace_distance	0.3416752815
1200.0	trace_distance	0.3374434710
1200.0	trace_distance	0.3309494257
1200.0	trace_distance	0.3275786340
1200.0	trace_distance	0.3303413391
1200.0	trace_distance	0.3274645805
1200.0	trace_distance	0.3512370586
1200.0	trace_distance	0.3273658752
1200.0	trace_distance	0.3273635209
1200.0	trace_distance	0.3320809007
1200.0	trace_distance	0.3273714781
1200.0	trace_distance	0.3274160028
1200.0	trace_distance	0.3279698789
1200.0	trace_distance	0.3352597654
